stift_kode,Stift,provsti_kode,Provsti,sognekode,Sogn
3,Roskilde Stift,307,Ringsted-Sorø Provsti,9322,Haraldsted-Allindemagle Sogn
3,Roskilde Stift,307,Ringsted-Sorø Provsti,7374,Høm Sogn
3,Roskilde Stift,307,Ringsted-Sorø Provsti,7367,Jystrup Sogn
3,Roskilde Stift,307,Ringsted-Sorø Provsti,7341,Kirke Flinterup Sogn
3,Roskilde Stift,307,Ringsted-Sorø Provsti,7370,Kværkeby Sogn
3,Roskilde Stift,307,Ringsted-Sorø Provsti,7386,Lynge Sogn
3,Roskilde Stift,307,Ringsted-Sorø Provsti,7338,Munke Bjergby Sogn
3,Roskilde Stift,307,Ringsted-Sorø Provsti,7371,Nordrupøster Sogn
3,Roskilde Stift,307,Ringsted-Sorø Provsti,7384,Pedersborg Sogn
3,Roskilde Stift,307,Ringsted-Sorø Provsti,7363,Ringsted Sogn
3,Roskilde Stift,307,Ringsted-Sorø Provsti,7227,Ruds Vedby Sogn
3,Roskilde Stift,307,Ringsted-Sorø Provsti,7344,Sigersted Sogn
3,Roskilde Stift,307,Ringsted-Sorø Provsti,7390,Slaglille Sogn
3,Roskilde Stift,307,Ringsted-Sorø Provsti,7376,Sneslev Sogn
3,Roskilde Stift,307,Ringsted-Sorø Provsti,7383,Sorø Sogn
3,Roskilde Stift,307,Ringsted-Sorø Provsti,7245,Stenlille Sogn
3,Roskilde Stift,307,Ringsted-Sorø Provsti,7342,Stenmagle Sogn
3,Roskilde Stift,307,Ringsted-Sorø Provsti,9353,Tersløse-Skellebjerg-Niløse Sogn
3,Roskilde Stift,307,Ringsted-Sorø Provsti,7368,Valsølille Sogn
3,Roskilde Stift,307,Ringsted-Sorø Provsti,7387,Vester Broby Sogn
3,Roskilde Stift,307,Ringsted-Sorø Provsti,7373,Vetterslev Sogn
3,Roskilde Stift,307,Ringsted-Sorø Provsti,7369,Vigersted Sogn
3,Roskilde Stift,307,Ringsted-Sorø Provsti,7378,Ørslev Sogn
3,Roskilde Stift,310,Tryggevælde Provsti,7529,Alslev Sogn
3,Roskilde Stift,310,Tryggevælde Provsti,7382,Bråby Sogn
3,Roskilde Stift,310,Tryggevælde Provsti,7546,Endeslev Sogn
3,Roskilde Stift,310,Tryggevælde Provsti,7522,Faxe Sogn
3,Roskilde Stift,310,Tryggevælde Provsti,7380,Freerslev Sogn
3,Roskilde Stift,310,Tryggevælde Provsti,7551,Frøslev Sogn
3,Roskilde Stift,310,Tryggevælde Provsti,7379,Haslev Sogn
3,Roskilde Stift,310,Tryggevælde Provsti,7494,Havnelev Sogn
3,Roskilde Stift,310,Tryggevælde Provsti,7526,Hellested Sogn
3,Roskilde Stift,310,Tryggevælde Provsti,7545,Himlingøje Sogn
3,Roskilde Stift,310,Tryggevælde Provsti,7496,Holtug Sogn
3,Roskilde Stift,310,Tryggevælde Provsti,7523,Hylleholt Sogn
3,Roskilde Stift,310,Tryggevælde Provsti,7549,Højerup Sogn
3,Roskilde Stift,310,Tryggevælde Provsti,7544,Hårlev Sogn
3,Roskilde Stift,310,Tryggevælde Provsti,7528,Karise Sogn
3,Roskilde Stift,310,Tryggevælde Provsti,7534,Kongsted Sogn
3,Roskilde Stift,310,Tryggevælde Provsti,7493,Lille Heddinge Sogn
3,Roskilde Stift,310,Tryggevælde Provsti,7550,Lyderslev Sogn
3,Roskilde Stift,310,Tryggevælde Provsti,7495,Magleby Stevns Sogn
3,Roskilde Stift,310,Tryggevælde Provsti,7535,Roholte Sogn
3,Roskilde Stift,310,Tryggevælde Provsti,7525,Smerup Sogn
3,Roskilde Stift,310,Tryggevælde Provsti,7524,Spjellerup Sogn
3,Roskilde Stift,310,Tryggevælde Provsti,7548,Store Heddinge Sogn
3,Roskilde Stift,310,Tryggevælde Provsti,7497,Strøby Sogn
3,Roskilde Stift,310,Tryggevælde Provsti,7530,Sønder Dalby Sogn
3,Roskilde Stift,310,Tryggevælde Provsti,7381,Teestrup Sogn
3,Roskilde Stift,310,Tryggevælde Provsti,7377,Terslev Sogn
3,Roskilde Stift,310,Tryggevælde Provsti,7531,Tureby Sogn
3,Roskilde Stift,310,Tryggevælde Provsti,7543,Tårnby Sogn
3,Roskilde Stift,310,Tryggevælde Provsti,7532,Ulse Sogn
3,Roskilde Stift,310,Tryggevælde Provsti,7542,Valløby Sogn
3,Roskilde Stift,310,Tryggevælde Provsti,7498,Varpelev Sogn
3,Roskilde Stift,310,Tryggevælde Provsti,7527,Vemmetofte Sogn
3,Roskilde Stift,310,Tryggevælde Provsti,7512,Vester Egede Sogn
3,Roskilde Stift,310,Tryggevælde Provsti,7547,Vråby Sogn
3,Roskilde Stift,310,Tryggevælde Provsti,7375,Øde Førslev Sogn
3,Roskilde Stift,310,Tryggevælde Provsti,7533,Øster Egede Sogn
3,Roskilde Stift,311,Næstved Provsti,7513,Aversi Sogn
3,Roskilde Stift,311,Næstved Provsti,7472,Everdrup Sogn
3,Roskilde Stift,311,Næstved Provsti,7516,Fensmark Sogn
3,Roskilde Stift,311,Næstved Provsti,7305,Fodby Sogn
3,Roskilde Stift,311,Næstved Provsti,9324,Fuglebjerg-Tystrup-Haldagerlille Sogn
3,Roskilde Stift,311,Næstved Provsti,7337,Fyrendal Sogn
3,Roskilde Stift,311,Næstved Provsti,7332,Førslev Sogn
3,Roskilde Stift,311,Næstved Provsti,9344,Glumsø-Bavelse-Næsby Sogn
3,Roskilde Stift,311,Næstved Provsti,7307,Gunderslev Sogn
3,Roskilde Stift,311,Næstved Provsti,7506,Hammer Sogn
3,Roskilde Stift,311,Næstved Provsti,7515,Herlufmagle Sogn
3,Roskilde Stift,311,Næstved Provsti,7306,Herlufsholm Sogn
3,Roskilde Stift,311,Næstved Provsti,7501,Holme Olstrup Sogn
3,Roskilde Stift,311,Næstved Provsti,9162,Holsted Sogn
3,Roskilde Stift,311,Næstved Provsti,7335,Hyllinge Sogn
3,Roskilde Stift,311,Næstved Provsti,7317,Hårslev Sogn
3,Roskilde Stift,311,Næstved Provsti,7304,Karrebæk Sogn
3,Roskilde Stift,311,Næstved Provsti,7330,Krummerup Sogn
3,Roskilde Stift,311,Næstved Provsti,7336,Kvislemark Sogn
3,Roskilde Stift,311,Næstved Provsti,7334,Marvede Sogn
3,Roskilde Stift,311,Næstved Provsti,7503,Mogenstrup Sogn
3,Roskilde Stift,311,Næstved Provsti,7502,Næstelsø Sogn
3,Roskilde Stift,311,Næstved Provsti,7517,Rislev Sogn
3,Roskilde Stift,311,Næstved Provsti,7500,Rønnebæk Sogn
3,Roskilde Stift,311,Næstved Provsti,7464,Sandby Sogn
3,Roskilde Stift,311,Næstved Provsti,9111,Sankt Jørgens Sogn
3,Roskilde Stift,311,Næstved Provsti,7511,Sankt Mortens Sogn
3,Roskilde Stift,311,Næstved Provsti,7510,Sankt Peders Sogn
3,Roskilde Stift,311,Næstved Provsti,7518,Skelby Sogn
3,Roskilde Stift,311,Næstved Provsti,7473,Snesere Sogn
3,Roskilde Stift,311,Næstved Provsti,7318,Ting Jellinge Sogn
3,Roskilde Stift,311,Næstved Provsti,7499,Toksværd Sogn
3,Roskilde Stift,311,Næstved Provsti,7514,Tybjerg Sogn
3,Roskilde Stift,311,Næstved Provsti,7463,Tyvelse Sogn
3,Roskilde Stift,311,Næstved Provsti,7333,Vallensved Sogn
3,Roskilde Stift,311,Næstved Provsti,7504,Vejlø Sogn
3,Roskilde Stift,311,Næstved Provsti,7505,Vester Egesborg Sogn
3,Roskilde Stift,311,Næstved Provsti,7465,Vrangstrup Sogn
3,Roskilde Stift,312,Stege-Vordingborg Provsti,7476,Allerslev Sogn
3,Roskilde Stift,312,Stege-Vordingborg Provsti,7475,Beldringe Sogn
3,Roskilde Stift,312,Stege-Vordingborg Provsti,7521,Bogø Sogn
3,Roskilde Stift,312,Stege-Vordingborg Provsti,7488,Borre Sogn
3,Roskilde Stift,312,Stege-Vordingborg Provsti,7474,Bårse Sogn
3,Roskilde Stift,312,Stege-Vordingborg Provsti,7490,Damsholte Sogn
3,Roskilde Stift,312,Stege-Vordingborg Provsti,7487,Elmelunde Sogn
3,Roskilde Stift,312,Stege-Vordingborg Provsti,7491,Fanefjord Sogn
3,Roskilde Stift,312,Stege-Vordingborg Provsti,7471,Jungshoved Sogn
3,Roskilde Stift,312,Stege-Vordingborg Provsti,7481,Kalvehave Sogn
3,Roskilde Stift,312,Stege-Vordingborg Provsti,7470,Kastrup Sogn
3,Roskilde Stift,312,Stege-Vordingborg Provsti,7486,Keldby Sogn
3,Roskilde Stift,312,Stege-Vordingborg Provsti,7508,Køng Sogn
3,Roskilde Stift,312,Stege-Vordingborg Provsti,7507,Lundby Sogn
3,Roskilde Stift,312,Stege-Vordingborg Provsti,7489,Magleby Sogn
3,Roskilde Stift,312,Stege-Vordingborg Provsti,7480,Mern Sogn
3,Roskilde Stift,312,Stege-Vordingborg Provsti,7485,Nyord Sogn
3,Roskilde Stift,312,Stege-Vordingborg Provsti,7466,Præstø Sogn
3,Roskilde Stift,312,Stege-Vordingborg Provsti,7468,Skibinge Sogn
3,Roskilde Stift,312,Stege-Vordingborg Provsti,7483,Stege Sogn
3,Roskilde Stift,312,Stege-Vordingborg Provsti,9109,Stensby Sogn
3,Roskilde Stift,312,Stege-Vordingborg Provsti,9247,Svinø Sogn
3,Roskilde Stift,312,Stege-Vordingborg Provsti,7509,Sværdborg Sogn
3,Roskilde Stift,312,Stege-Vordingborg Provsti,7477,Udby Sogn
3,Roskilde Stift,312,Stege-Vordingborg Provsti,7469,Vordingborg Sogn
3,Roskilde Stift,312,Stege-Vordingborg Provsti,7478,Ørslev Sogn
3,Roskilde Stift,312,Stege-Vordingborg Provsti,7479,Øster Egesborg Sogn
3,Roskilde Stift,313,Greve-Solrød Provsti,7194,Greve Sogn
3,Roskilde Stift,313,Greve-Solrød Provsti,7202,Havdrup Sogn
3,Roskilde Stift,313,Greve-Solrød Provsti,7195,Hundige-Kildebrønde Sogn
3,Roskilde Stift,313,Greve-Solrød Provsti,7204,Jersie Sogn
3,Roskilde Stift,313,Greve-Solrød Provsti,7200,Karlslunde Sogn
3,Roskilde Stift,313,Greve-Solrød Provsti,9105,Karlslunde Strandsogn
3,Roskilde Stift,313,Greve-Solrød Provsti,7201,Karlstrup Sogn
3,Roskilde Stift,313,Greve-Solrød Provsti,7205,Kirke Skensved Sogn
3,Roskilde Stift,313,Greve-Solrød Provsti,9108,Mosede Sogn
3,Roskilde Stift,313,Greve-Solrød Provsti,7203,Solrød Sogn
3,Roskilde Stift,313,Greve-Solrød Provsti,7199,Tune Sogn
3,Roskilde Stift,314,Slagelse Provsti,7326,Agersø Sogn
3,Roskilde Stift,314,Slagelse Provsti,9160,Antvorskov Sogn
3,Roskilde Stift,314,Slagelse Provsti,7362,Boeslunde Sogn
3,Roskilde Stift,314,Slagelse Provsti,7309,Eggeslevmagle Sogn
3,Roskilde Stift,314,Slagelse Provsti,7311,Flakkebjerg Sogn
3,Roskilde Stift,314,Slagelse Provsti,7313,Fårdrup Sogn
3,Roskilde Stift,314,Slagelse Provsti,7358,Gerlev Sogn
3,Roskilde Stift,314,Slagelse Provsti,7316,Gimlinge Sogn
3,Roskilde Stift,314,Slagelse Provsti,7352,Gudum Sogn
3,Roskilde Stift,314,Slagelse Provsti,9070,Halskov Sogn
3,Roskilde Stift,314,Slagelse Provsti,7233,Havrebjerg Sogn
3,Roskilde Stift,314,Slagelse Provsti,7346,Hejninge Sogn
3,Roskilde Stift,314,Slagelse Provsti,7361,Hemmeshøj Sogn
3,Roskilde Stift,314,Slagelse Provsti,7321,Holsteinborg Sogn
3,Roskilde Stift,314,Slagelse Provsti,7319,Hyllested Sogn
3,Roskilde Stift,314,Slagelse Provsti,7310,Høve Sogn
3,Roskilde Stift,314,Slagelse Provsti,7385,Kindertofte Sogn
3,Roskilde Stift,314,Slagelse Provsti,7359,Kirke Stillinge Sogn
3,Roskilde Stift,314,Slagelse Provsti,7315,Kirkerup Sogn
3,Roskilde Stift,314,Slagelse Provsti,7357,Lundforlund Sogn
3,Roskilde Stift,314,Slagelse Provsti,7325,Magleby Sogn
3,Roskilde Stift,314,Slagelse Provsti,7351,Nordrupvester Sogn
3,Roskilde Stift,314,Slagelse Provsti,9144,Nørrevang Sogn
3,Roskilde Stift,314,Slagelse Provsti,7327,Omø Sogn
3,Roskilde Stift,314,Slagelse Provsti,7354,Ottestrup Sogn
3,Roskilde Stift,314,Slagelse Provsti,7345,Sankt Mikkels Sogn
3,Roskilde Stift,314,Slagelse Provsti,7347,Sankt Peders Sogn
3,Roskilde Stift,314,Slagelse Provsti,7348,Sankt Povls Sogn
3,Roskilde Stift,314,Slagelse Provsti,7308,Skælskør Sogn
3,Roskilde Stift,314,Slagelse Provsti,7312,Skørpinge Sogn
3,Roskilde Stift,314,Slagelse Provsti,7355,Slots Bjergby Sogn
3,Roskilde Stift,314,Slagelse Provsti,7356,Sludstrup Sogn
3,Roskilde Stift,314,Slagelse Provsti,7353,Sorterup Sogn
3,Roskilde Stift,314,Slagelse Provsti,7323,Sønder Bjerge Sogn
3,Roskilde Stift,314,Slagelse Provsti,7350,Sønderup Sogn
3,Roskilde Stift,314,Slagelse Provsti,7314,Sørbymagle Sogn
3,Roskilde Stift,314,Slagelse Provsti,7324,Tjæreby Sogn
3,Roskilde Stift,314,Slagelse Provsti,7349,Tårnborg Sogn
3,Roskilde Stift,314,Slagelse Provsti,7360,Vemmelev Sogn
3,Roskilde Stift,314,Slagelse Provsti,7320,Venslev Sogn
3,Roskilde Stift,314,Slagelse Provsti,7322,Ørslev Sogn
4,Lolland-Falsters Stift,401,Lolland Vestre Provsti,7673,Arninge Sogn
4,Lolland-Falsters Stift,401,Lolland Vestre Provsti,7627,Avnede Sogn
4,Lolland-Falsters Stift,401,Lolland Vestre Provsti,7641,Birket Sogn
4,Lolland-Falsters Stift,401,Lolland Vestre Provsti,7671,Branderslev Sogn
4,Lolland-Falsters Stift,401,Lolland Vestre Provsti,7630,Dannemare Sogn
4,Lolland-Falsters Stift,401,Lolland Vestre Provsti,7667,Fejø Sogn
4,Lolland-Falsters Stift,401,Lolland Vestre Provsti,7668,Femø Sogn
4,Lolland-Falsters Stift,401,Lolland Vestre Provsti,7632,Gloslunde Sogn
4,Lolland-Falsters Stift,401,Lolland Vestre Provsti,7633,Græshave Sogn
4,Lolland-Falsters Stift,401,Lolland Vestre Provsti,7626,Halsted Sogn
4,Lolland-Falsters Stift,401,Lolland Vestre Provsti,9343,Horslunde Sogn
4,Lolland-Falsters Stift,401,Lolland Vestre Provsti,7629,Kappel Sogn
4,Lolland-Falsters Stift,401,Lolland Vestre Provsti,9321,Købelev-Vindeby Sogn
4,Lolland-Falsters Stift,401,Lolland Vestre Provsti,7634,Landet Sogn
4,Lolland-Falsters Stift,401,Lolland Vestre Provsti,9248,Langø Sogn
4,Lolland-Falsters Stift,401,Lolland Vestre Provsti,7635,Ryde Sogn
4,Lolland-Falsters Stift,401,Lolland Vestre Provsti,7674,Sandby Sogn
4,Lolland-Falsters Stift,401,Lolland Vestre Provsti,7670,Sankt Nikolai Sogn
4,Lolland-Falsters Stift,401,Lolland Vestre Provsti,7672,Stormarks Sogn
4,Lolland-Falsters Stift,401,Lolland Vestre Provsti,9195,Søllested-Skovlænge-Gurreby Sogn
4,Lolland-Falsters Stift,401,Lolland Vestre Provsti,7631,Tillitse Sogn
4,Lolland-Falsters Stift,401,Lolland Vestre Provsti,9194,Utterslev-Herredskirke-Løjtofte Sogn
4,Lolland-Falsters Stift,401,Lolland Vestre Provsti,7628,Vestenskov Sogn
4,Lolland-Falsters Stift,401,Lolland Vestre Provsti,7640,Vesterborg Sogn
4,Lolland-Falsters Stift,403,Maribo Domprovsti,7669,Askø Sogn
4,Lolland-Falsters Stift,403,Maribo Domprovsti,7666,Bandholm Sogn
4,Lolland-Falsters Stift,403,Maribo Domprovsti,7660,Bursø Sogn
4,Lolland-Falsters Stift,403,Maribo Domprovsti,9331,Errindlev-Olstrup-Tågerup Sogn
4,Lolland-Falsters Stift,403,Maribo Domprovsti,7649,Hillested Sogn
4,Lolland-Falsters Stift,403,Maribo Domprovsti,7659,Holeby Sogn
4,Lolland-Falsters Stift,403,Maribo Domprovsti,7646,Hunseby Sogn
4,Lolland-Falsters Stift,403,Maribo Domprovsti,7648,Maribo Domsogn
4,Lolland-Falsters Stift,403,Maribo Domprovsti,9339,Rødby Sogn
4,Lolland-Falsters Stift,403,Maribo Domprovsti,9082,Rødbyhavn Sogn
4,Lolland-Falsters Stift,403,Maribo Domprovsti,7650,Skørringe Sogn
4,Lolland-Falsters Stift,403,Maribo Domprovsti,7639,Stokkemarke Sogn
4,Lolland-Falsters Stift,403,Maribo Domprovsti,7663,Tirsted Sogn
4,Lolland-Falsters Stift,403,Maribo Domprovsti,7664,Vejleby Sogn
4,Lolland-Falsters Stift,403,Maribo Domprovsti,7665,Østofte Sogn
4,Lolland-Falsters Stift,404,Lolland Østre Provsti,7599,Døllefjelde Sogn
4,Lolland-Falsters Stift,404,Lolland Østre Provsti,7601,Herritslev Sogn
4,Lolland-Falsters Stift,404,Lolland Østre Provsti,9336,Kettinge-Bregninge Sogn
4,Lolland-Falsters Stift,404,Lolland Østre Provsti,9330,Krumsø Sogn
4,Lolland-Falsters Stift,404,Lolland Østre Provsti,7594,Majbølle Sogn
4,Lolland-Falsters Stift,404,Lolland Østre Provsti,7600,Musse Sogn
4,Lolland-Falsters Stift,404,Lolland Østre Provsti,9319,Nysted-Vantore Sogn
4,Lolland-Falsters Stift,404,Lolland Østre Provsti,9340,Radsted-Tårs Sogn
4,Lolland-Falsters Stift,404,Lolland Østre Provsti,7642,Sakskøbing Sogn
4,Lolland-Falsters Stift,404,Lolland Østre Provsti,9332,Slemminge-Fjelde Sogn
4,Lolland-Falsters Stift,404,Lolland Østre Provsti,7596,Toreby Sogn
4,Lolland-Falsters Stift,404,Lolland Østre Provsti,7593,Vigsnæs Sogn
4,Lolland-Falsters Stift,404,Lolland Østre Provsti,9341,Våbensted-Engestofte Sogn
4,Lolland-Falsters Stift,408,Falster Provsti,7576,Eskilstrup Sogn
4,Lolland-Falsters Stift,408,Falster Provsti,7590,Falkerslev Sogn
4,Lolland-Falsters Stift,408,Falster Provsti,7582,Gedesby Sogn
4,Lolland-Falsters Stift,408,Falster Provsti,9249,Gedser Sogn
4,Lolland-Falsters Stift,408,Falster Provsti,7611,Gundslev Sogn
4,Lolland-Falsters Stift,408,Falster Provsti,7589,Horbelev Sogn
4,Lolland-Falsters Stift,408,Falster Provsti,7586,Horreby Sogn
4,Lolland-Falsters Stift,408,Falster Provsti,7579,Idestrup Sogn
4,Lolland-Falsters Stift,408,Falster Provsti,7585,Karleby Sogn
4,Lolland-Falsters Stift,408,Falster Provsti,7608,Maglebrænde Sogn
4,Lolland-Falsters Stift,408,Falster Provsti,9318,Nordvestfalster Sogn
4,Lolland-Falsters Stift,408,Falster Provsti,7578,Nykøbing F Sogn
4,Lolland-Falsters Stift,408,Falster Provsti,7613,Nørre Alslev Sogn
4,Lolland-Falsters Stift,408,Falster Provsti,7614,Nørre Kirkeby Sogn
4,Lolland-Falsters Stift,408,Falster Provsti,7587,Nørre Ørslev Sogn
4,Lolland-Falsters Stift,408,Falster Provsti,7581,Skelby Sogn
4,Lolland-Falsters Stift,408,Falster Provsti,7607,Stubbekøbing Sogn
4,Lolland-Falsters Stift,408,Falster Provsti,7588,Systofte Sogn
4,Lolland-Falsters Stift,408,Falster Provsti,7584,Sønder Alslev Sogn
4,Lolland-Falsters Stift,408,Falster Provsti,7583,Sønder Kirkeby Sogn
4,Lolland-Falsters Stift,408,Falster Provsti,7577,Tingsted Sogn
4,Lolland-Falsters Stift,408,Falster Provsti,9357,Torkilstrup-Lillebrænde Sogn
4,Lolland-Falsters Stift,408,Falster Provsti,7580,Væggerløse Sogn
4,Lolland-Falsters Stift,408,Falster Provsti,7575,Ønslev Sogn
4,Lolland-Falsters Stift,408,Falster Provsti,7591,Aastrup Sogn
5,Fyens Stift,501,Odense Sankt Knuds Provsti,7775,Ansgars Sogn
5,Fyens Stift,501,Odense Sankt Knuds Provsti,7776,Bolbro Sogn
5,Fyens Stift,501,Odense Sankt Knuds Provsti,7782,Fredens Sogn
5,Fyens Stift,501,Odense Sankt Knuds Provsti,7783,Hans Tausens Sogn
5,Fyens Stift,501,Odense Sankt Knuds Provsti,7780,Korsløkke Sogn
5,Fyens Stift,501,Odense Sankt Knuds Provsti,7778,Munkebjerg Sogn
5,Fyens Stift,501,Odense Sankt Knuds Provsti,7781,Sankt Hans Sogn
5,Fyens Stift,501,Odense Sankt Knuds Provsti,7774,Sankt Knuds Sogn
5,Fyens Stift,501,Odense Sankt Knuds Provsti,7777,Thomas Kingos Sogn
5,Fyens Stift,501,Odense Sankt Knuds Provsti,9093,Vollsmose Sogn
5,Fyens Stift,501,Odense Sankt Knuds Provsti,7779,Vor Frue Sogn
5,Fyens Stift,504,Bogense Provsti,7850,Bederslev Sogn
5,Fyens Stift,504,Bogense Provsti,7856,Bogense Sogn
5,Fyens Stift,504,Bogense Provsti,7861,Ejlby Sogn
5,Fyens Stift,504,Bogense Provsti,7852,Grindløse Sogn
5,Fyens Stift,504,Bogense Provsti,7859,Guldbjerg Sogn
5,Fyens Stift,504,Bogense Provsti,7892,Hjadstrup Sogn
5,Fyens Stift,504,Bogense Provsti,7864,Hårslev Sogn
5,Fyens Stift,504,Bogense Provsti,7851,Klinte Sogn
5,Fyens Stift,504,Bogense Provsti,7848,Krogsbølle Sogn
5,Fyens Stift,504,Bogense Provsti,7843,Lunde Sogn
5,Fyens Stift,504,Bogense Provsti,7862,Melby Sogn
5,Fyens Stift,504,Bogense Provsti,7888,Norup Sogn
5,Fyens Stift,504,Bogense Provsti,7854,Nørre Højrup Sogn
5,Fyens Stift,504,Bogense Provsti,7849,Nørre Næraa Sogn
5,Fyens Stift,504,Bogense Provsti,7860,Nørre Sandager Sogn
5,Fyens Stift,504,Bogense Provsti,7858,Ore Sogn
5,Fyens Stift,504,Bogense Provsti,7891,Otterup Sogn
5,Fyens Stift,504,Bogense Provsti,9251,Padesø Sogn
5,Fyens Stift,504,Bogense Provsti,7855,Skamby Sogn
5,Fyens Stift,504,Bogense Provsti,7890,Skeby Sogn
5,Fyens Stift,504,Bogense Provsti,7857,Skovby Sogn
5,Fyens Stift,504,Bogense Provsti,7863,Særslev Sogn
5,Fyens Stift,504,Bogense Provsti,7867,Søndersø Sogn
5,Fyens Stift,504,Bogense Provsti,7853,Uggerslev Sogn
5,Fyens Stift,504,Bogense Provsti,7866,Veflinge Sogn
5,Fyens Stift,504,Bogense Provsti,7865,Vigerslev Sogn
5,Fyens Stift,504,Bogense Provsti,7889,Østrup Sogn
5,Fyens Stift,505,Assens Provsti,7801,Assens Sogn
5,Fyens Stift,505,Assens Provsti,7807,Barløse Sogn
5,Fyens Stift,505,Assens Provsti,9118,Broholm Sogn
5,Fyens Stift,505,Assens Provsti,7795,Brylle Sogn
5,Fyens Stift,505,Assens Provsti,7802,Bågø Sogn
5,Fyens Stift,505,Assens Provsti,7820,Dreslette Sogn
5,Fyens Stift,505,Assens Provsti,7818,Flemløse Sogn
5,Fyens Stift,505,Assens Provsti,7804,Gamtofte Sogn
5,Fyens Stift,505,Assens Provsti,7817,Glamsbjerg Sogn
5,Fyens Stift,505,Assens Provsti,7822,Helnæs Sogn
5,Fyens Stift,505,Assens Provsti,7809,Holevad Sogn
5,Fyens Stift,505,Assens Provsti,7819,Haarby Sogn
5,Fyens Stift,505,Assens Provsti,7760,Jordløse Sogn
5,Fyens Stift,505,Assens Provsti,7811,Kerte Sogn
5,Fyens Stift,505,Assens Provsti,7803,Kærum Sogn
5,Fyens Stift,505,Assens Provsti,7814,Orte Sogn
5,Fyens Stift,505,Assens Provsti,7833,Rørup Sogn
5,Fyens Stift,505,Assens Provsti,7808,Sandager Sogn
5,Fyens Stift,505,Assens Provsti,7812,Skydebjerg Sogn
5,Fyens Stift,505,Assens Provsti,7805,Søby Sogn
5,Fyens Stift,505,Assens Provsti,7815,Søllested Sogn
5,Fyens Stift,505,Assens Provsti,7821,Sønderby Sogn
5,Fyens Stift,505,Assens Provsti,7794,Tommerup Sogn
5,Fyens Stift,505,Assens Provsti,7806,Turup Sogn
5,Fyens Stift,505,Assens Provsti,7816,Vedtofte Sogn
5,Fyens Stift,505,Assens Provsti,7793,Verninge Sogn
5,Fyens Stift,505,Assens Provsti,7796,Vissenbjerg Sogn
5,Fyens Stift,505,Assens Provsti,7813,Ørsted Sogn
5,Fyens Stift,505,Assens Provsti,9075,Årup Sogn
5,Fyens Stift,506,Middelfart Provsti,7827,Asperup Sogn
5,Fyens Stift,506,Middelfart Provsti,7834,Balslev Sogn
5,Fyens Stift,506,Middelfart Provsti,7829,Brenderup Sogn
5,Fyens Stift,506,Middelfart Provsti,7835,Ejby Sogn
5,Fyens Stift,506,Middelfart Provsti,7830,Fjelsted Sogn
5,Fyens Stift,506,Middelfart Provsti,7840,Føns Sogn
5,Fyens Stift,506,Middelfart Provsti,7838,Gamborg Sogn
5,Fyens Stift,506,Middelfart Provsti,7832,Gelsted Sogn
5,Fyens Stift,506,Middelfart Provsti,7831,Harndrup Sogn
5,Fyens Stift,506,Middelfart Provsti,7842,Husby Sogn
5,Fyens Stift,506,Middelfart Provsti,7837,Indslev Sogn
5,Fyens Stift,506,Middelfart Provsti,7824,Kauslunde Sogn
5,Fyens Stift,506,Middelfart Provsti,7823,Middelfart Sogn
5,Fyens Stift,506,Middelfart Provsti,7836,Nørre Aaby Sogn
5,Fyens Stift,506,Middelfart Provsti,7828,Roerslev Sogn
5,Fyens Stift,506,Middelfart Provsti,9255,Røjleskov Sogn
5,Fyens Stift,506,Middelfart Provsti,7826,Strib Sogn
5,Fyens Stift,506,Middelfart Provsti,7810,Tanderup Sogn
5,Fyens Stift,506,Middelfart Provsti,7839,Udby Sogn
5,Fyens Stift,506,Middelfart Provsti,7825,Vejlby Sogn
5,Fyens Stift,506,Middelfart Provsti,7841,Ørslev Sogn
5,Fyens Stift,507,Svendborg Provsti,7692,Bjerreby Sogn
5,Fyens Stift,507,Svendborg Provsti,7690,Bregninge Sogn
5,Fyens Stift,507,Svendborg Provsti,7722,Brudager Sogn
5,Fyens Stift,507,Svendborg Provsti,7693,Drejø Sogn
5,Fyens Stift,507,Svendborg Provsti,7681,Egense Sogn
5,Fyens Stift,507,Svendborg Provsti,9139,Fredens Sogn
5,Fyens Stift,507,Svendborg Provsti,7723,Gudbjerg Sogn
5,Fyens Stift,507,Svendborg Provsti,7721,Gudme Sogn
5,Fyens Stift,507,Svendborg Provsti,7772,Hesselager Sogn
5,Fyens Stift,507,Svendborg Provsti,7683,Hundstrup Sogn
5,Fyens Stift,507,Svendborg Provsti,7685,Kirkeby Sogn
5,Fyens Stift,507,Svendborg Provsti,7691,Landet Sogn
5,Fyens Stift,507,Svendborg Provsti,7687,Lunde Sogn
5,Fyens Stift,507,Svendborg Provsti,9258,Lundeborg Sogn
5,Fyens Stift,507,Svendborg Provsti,7684,Ollerup Sogn
5,Fyens Stift,507,Svendborg Provsti,7719,Oure Sogn
5,Fyens Stift,507,Svendborg Provsti,7677,Sankt Jørgens Sogn
5,Fyens Stift,507,Svendborg Provsti,7676,Sankt Nikolaj Sogn
5,Fyens Stift,507,Svendborg Provsti,7679,Skårup Sogn
5,Fyens Stift,507,Svendborg Provsti,7686,Stenstrup Sogn
5,Fyens Stift,507,Svendborg Provsti,7678,Sørup Sogn
5,Fyens Stift,507,Svendborg Provsti,7689,Thurø Sogn
5,Fyens Stift,507,Svendborg Provsti,7680,Tved Sogn
5,Fyens Stift,507,Svendborg Provsti,7700,Ulbølle Sogn
